filename,id_number,hyphenated_code,field1,field2,field3,field4,field5,field6
0001915,114972,2-OR-90,MANN ALT SPITAL BETT,KRANKENSCHWESTER SPRITZE,ARZT PATIENT SUJET PH,,AIBI,
0001038,110940,3-OR-90,LOPRESOR PH,HERZ HAND FUELLEFEDER,WOLKEN,S/VILLIGER Q/NDF,D/89,A2B1
0001547,108359,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,I D/88,I A1A7,
000634,110617,3-OR-90,DESOGEN GAMME PH CH OTC,PACKUNGEN 2X0 10%,,,A2A4,
0001745,108546,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,D/88,A1A7,
000915,110779,3-DR-90,HYGROTON PH,PACKUNGEN TABLETTEN,,,AZAB,
0001354,117368,2-DR-90,OTRIVIN PH,MUTTER VATER KIND,FAMILIE LACHEN,A284,,
0001386,111857,3-DR-90,OTRIVIN PH,DOSING SPRAY ERWACHSENE,ENGLISCH 10 ML PACKUNGEN,,AZB4,3-DR-90 111857
000627,114802,2-OR-90,DESFERAL PH,POSTER EHEPAAR KLEINKIND,THALASSAEMIA,! P/32B02,! D/90,! A2A4
0001529,108416,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
000471,115109,2-DU-90,SVP,APOTHEKE,,P/32002 S/VILLIGER,D/88,AID3
000275,115184,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITERIN ANALYSE,,A1C4,
000931,110899,1-DR-90,LAMPREN PH,LEPRA IST HEILBAR,MB-COMBI,P/32547,D/B9,A281
000571,110550,3-OR-90,BRADORAL PH,SAUDI ARABIEN 89,DOKUMENTATION,! S/BUEHLER,! D/89,! A2A2
000534,118266,2-OR-91,BRADORAL PH SAUDI ARABIEN,HANRYK POSTKARTE TOURIST,MANN SCHNAUZ HUT SAFARI,P/24229,D/91,AZAZ
00035,119455,2-OR-91,PH PRODUKTION,K-376 K-377,,F/HERSBERGER,D/90,AICJ
000768,110699,3-OR-90,FORTISAN PH,CHILDREN'S TEA,PLUESCH HASE,D/88,A2A6,
0001239,111139,2-OR-90,NITRODERM TTS PH,OBERKOERPER MANN PFLASTER,,,A2B3,
0001751,108547,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,,D/88,A1A7
0001359,111273,2-OR-90,DTRIVIN PH,SAUDI ARABIEN 89 STANDARD,CARD FRAU PROFIL,! P/32922,! D/89,! A284
0001892,117949,2-OR-91,PATIENT PH,MANN ZAHN SCHMERZ,ZAHNSCHMERZEN,,A1B1,
000285,115166,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,,,AIC4,
0001222,120838,3-DR-91,PH NICOTINELL TTS,ZIGARETTE,,,A2B3,
0001323,111264,3-DU-90,OTRINOL PH,SELF MEDICATION SAUDI,ARABIEN DOKUMENTATION,,D/87 88,A284
0001049,110948,2-OR-90,LOPRESOR PH,MANN FRAU ARZT MESSUNG,TEST,,A2B1,
00028,119446,2-OR-91,PH PRODUKTION,K-376 K-377,,F/HERSBERGER,D/90,
0001203,111090,7-OR-90,NICOTINELL TTS PH,FRAU LENGE PFLASTER PINK,BIKINI,,D/89,A2B3
000358,115071,1-QR-90,SVP,PRODUKTION VERPACKUNG,MASCHINE,,AIDZ,
0001903,117842,2-DR-91,PATIENT PH,,MANN,,A1B1,
000842,110753,3-DR-90,HEMERAN PH CH OTC,HEMERAN EMULGEL DEUTSCH,ZAHLTELLER 89,D/89,A2A8,
0001499,108451,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,MITARBEITERIN,D/88,A1A7,
0001539,108394,2-DR-89,PH. FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,D/88,A1A7,
0001097,110989,2-OR-90,LUDIOKIL PH,BETONFASSADE,,P/39026,A2B1,
000359,115069,1-DR-90,SVP,PRODUKTION VERPACKUNG,FLASCHEN,,A1D2,
00049,108698,2-DU-91,PH PRODUKTION K-641,LOESUNGSMITTEL DESTILLATION,KUPPLUNGSSTATION,,AICI,
000716,119318,2-OR-91,EURAX PH,KIND MAEDCHEN KRATZEN,DUBAI PEDICULOSIS,P/42275,D/91,A2A5
0001963,114970,2-OR-90,"MALI, THILENI T SUJEI FN",MANN ALT SPITAL BETT,KRANKENSCHWESTER SPRITZE,,AIBI,
000563,111876,3-DR-90,BRADORAL PH,PACKUNGEN BLISTER ENGLISCH,,D/90,AZAZ,
0001388,111286,3-OR-90,OTRIVIN PH,PACKUNGEN TUBE GEL 10 G,,,1 AZB4,
000663,110643,2-DR-90,ESTRADERM TTS PH,FRAU BUERO PC TELEFON,BLUSE GELB BRILLE,,A2A5,
0001206,111077,2-OR-90,NICOTINELL TTS PH,FRAU LEHDE PFLASTER PINK,BIKINI,P/32789 P/23002,D/89,A2B3
000286,115164,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,,,A1C4,
0001945,116652,2-DR-90,PATIENTEN,MANN RUECKEN KRATZEN,HAND,,A1B1,
0001978,115010,1-QR-90,ARZT. PATIENT + SUJET PH,ARZT FRAU JUNG OBERKOERPER,NACKT STETHOSKOP RUECKEN,! P/22690,,! A1B1
000224,115227,1-OR-90,FH PRODUKTION,WST QUALITÄTSKONTROLLE,TABLETTEN,AIC4,,
000515,110532,3-OR-90,ANDURSIL PH CH OTC,PACKUNG KAUTABLETTEN,LOESUNG,D/89 CH OTC,A2A1,
000110,107000,2-OR-88,PH PRODUKTION,WSH-2112,,I F/MACK,I D/88,I A1C3
0001192,111084,-DR-90,NICOTINELL TTS PH,FRAU ZIGARETTE PORTRAIT,RAUCHEN BLOND,P/32789,D/89,A2B3
0001204,111079,Z-OR-90,NICOTINELL TIS PH,FRAU LENDE PFLASTER PINK,BIKINI,D/89,AZBS,
0001797,114914,2-OR-90,PATIENT PH,FRAU SCHWARZ INHALIEREN,,,A1B1,
0001711,108513,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,! MITARBEITERIN SUPPOSITORIEN,! D/88,! A1A7
000755,110690,2-OR-90,FORADIL PH,KIND ASTHMA INHALATOR,,,D/89,A2A6
000468,117388,2-DU-90,SVP PRODUKTION SWISS,QUALITY PHARMACEUTICALS,APOTHEKE APOTHEKERIN,FRAU,P/32847 D/90,A103
0001789,114890,2-DR-90,PATIENT PH,FRAU SPITAL,TABLETTE,,A181,
00077,108669,2-OR-89,PH PRODUKTION K-640,KESSEL BLAU,ROEHREN,F/HAEFLIGER,D/87,AIC1
0001929,115037,2-DR-90,ARZT + PATIENT PH,EHEPAAR WARTEZIMMER KIND,PRAXIS,,AIBI,
000570,110549,3-OR-90,BRADORAL PH,SAUDI ARABIEN 89,DOKUMENTATION,S/BUEHLER,D/89,A2AZ
000101,110261,2-OR-90,FH PRODUKTION,WSH-2112,,! F/HILTBRAND,! D/B9,! AIC3
0001623,108371,2-QR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,TABLETTEN MITARBEITER,D/88,A1A7
0001313,111261,3-DR-90,ORIMETEN PH,250 MG,ANTI TUMOR,,D/87,A2B4
00097,108667,2-OR-89,PH PRODUKTION K-640,KESSEL BLAU,ROEHREN,F/HAEFLIGER,D/87,A1C1
0001804,114955,1-OR-90,PATIENT PH,FRAU ALT ROLLSTUHL PFLEGER,JEANSJACKE PORTRAIT,,,A1B1
000909,110776,3-DU-90,HEMERAN PH DTC CH,HEMERVEN SCHREIBER GIMMICK,,,D/89 89,A2A9
0001939,114882,2-DR-90,PATIENT PH,FRAU SPITAL BETT INFUSION,,,AIB1,
0001632,108377,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,TABLETTEN,D/88,A1A7
0001399,111366,3-DR-90,OTRIVIN PH,NASENTROPFEN BLAU 10 ML,KINDER,,A2B4,
000199,115152,1-OR-90,PH PRODUKTION,WST ABFUELLEN FLASCHEN,VERSCHLIESSEN,A1C4,,
0001694,108519,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,,D/88,A1A7
0001937,114947,1-QR-90,PATIENT PH,FRAU ALT ROLLSTUHL PFLEGER,JEANSJACKE PARK BANK,!,!,! A1B1
000838,110744,3-DR-90,HALOSPOR I.M. I.V. PH,PACKUNG VIALS AMPULLEN,0.5G 1G 2G,,A2A8,
000769,110692,3-DR-90,FORTISAN PH,HERBAL DRINK RELAXATION,TASSE VOLL SAUDI ARABIEN,! P/31274,! D/87,! A2A6
0001503,108440,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,MITARBEITER,,D/88,A1A7
0001608,108428,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,DRAGEE,PETER JANNEICH UNGSFORM,D/89,A1A7
000900,111815,3-OR-90,HEMERAN PH CH OTC,SCHAUFENSTER 90,,P/34338,D/90,A2AB
000766,110695,3-OR-90,FORTISAN PH,SAUDI ARABIEN KRAEUTER,HERBS,Q/NOF,D/87,A2A6
000218,119554,2-OR-91,PH PRODUKTION,WST PRODUKTIONSPLANUNG,,F/HAEFLIGER,D/91,A1C4
000954,110918,Z-OR-90,LOCACORTEN PH,KIND LACHEN SCHWARZ BLAU,LATZHOSE PULLI ROT,,D/80,AZB1
000640,121670,3-OR-92,ESTRACOMB TTS PH,KOMBINATION,,F/HAEFLIGER,D/92,A2A5
0001961,114863,2-OR-90,PATIENT PH,GESICHT MANN HALS SCHMERZ,DETAILING AID,,D/87,A181
000109,106998,2-OR-88,PH PRODUKTION,WSH-2112,,! F/MACK,! D/BB,! AIC3
000668,110632,2-DR-90,ESTRADERM TTS PH,FRAU REISEN KOFFER BLAU,JUPE ZEITSCHRIFT,,A2A5,
0001693,108522,2-0R-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,D/88,A1A7,
0001946,116653,2-OR-90,PATIENTEN,MANN RUECKEN KRATZEN,HAND,,A1B1,
0001079,110971,3-DR-90,LUDIOMIL PH,FARBSTIFT,REGENBOGEN,Q/NDF,A2BI,
0001233,11111,3-DR-90,NITRODERM TTS PH,PFLASTER,,I Q/NOF,I A2B3,
000144,106808,2-OR-88,WSH-2112,PH-PRODUKTION,FLUGAUFNAHME,F/HAEFLIGER,D/6.88,D2A2
0001130,111039,3-DR-90,MB-COMBI PB-COMBI PH,PACKUNG BLISTER,,S/VILLIGER,D/89,A2B2
0001241,111139,2-DU-94,NITRODERM TTS FH,OBERKOERPER MANN PFLASTER,,,: AZB3,
0001788,114956,2-OR-90,PATIENT PH,PATIENT SPITAL BEIT,INFUSION,|,| AIB1,|
000891,117381,3-OR-90,HEMERAN PH,INSTAND 90 DEUTSCH,,P/34574,A2A8,
000646,110626,1-OR-90,ESTRADERM TTS PH,FRAU NACKT OBERKOERPER,OBERSCHENKEL,,A2A5,
000623,111593,1-OR-90,CORANGINE PH,THROMBOSE,,S/SCHEIDEGGER P/34196,D/90,A2A3
0001376,111287,3-OR-90,OTRIVIN PH,PACKUNGEN SPRAY 10 ML,ERWACHSENE,,,A284
000421,115106,1-DR-90,SVP,PRODUKTION DARREICHUNGSFORM,KAPSELN WEICHGELATINE,,A1D3,
0001129,111038,3-OR-90,MB-COMBI PB-COMBI PH,PACKUNG BLISTER,,S/VILLIGER,D/89,A2B2
0001668,110893,2-DR-90,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,| AMPULLEN,| D/88,| A1A7
0001767,111789,1-OR-90,PH KLINISCHE FORSCHUNG,TEST HERZ KREISLAUF,VELOFAHREN BELASTUNG,PATIENT P/32787,D/89,A1AB
000288,115175,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITERIN,,,A1C4
000652,110642,2-OR-90,ESTRADERM TTS PH,FRAU BUERO PC TELEFON,BLUSE GELB BRILLE,P/43 142,A2A5,2/92 Magazin
0001909,117419,2-DR-90,ARZT. PATIENT + SUJET PH,MANN BLUTDRUCKMESSER,ARZT,A1B1,,
000893,117603,3-OR-91,HEMERVEN PH,PACKUNGEN HEMERAN HEMERVEN,KAPSELN 30 DEUTSCH,P/34479,D/90,AZAB
0001179,122065,3-DR-93,NICOTINELL TTS PH,PROMOTION,,| MAGAZIN 1/93 S.26/27,| D/92,| A283
0001219,118290,3-OR-91,NICOTINELL TTS PH,ZIGARETTE,,,A2B3,
0001151,111054,3-OR-90,MODULAN PH,KNETMASSE LEPRA GRIP-AID,,P/50815,D/88,A2B2
000551,112265,3-OR-90,BRADORAL PH,KOPF BLAU ORANGE STANDARD,CARD SAUDI ARABIEN,P/42110 Q/NOF,D/90,A2A2
000475,115511,3-DR-90,SU1,ZYMA PACKUNGEN BLISTER,KAPSELN,,AIDA,
000266,115206,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITER ANALYSE,,A1C4,
000422,115107,1-QR-90,SVP,PRODUKTION DARREICHUNGSFORM,KAPSELN WEICHGELATINE,,A1D3,
000420,115111,3-DU-90,SVP,SERVIDAPSONE 100 PACKUNG,TABLETTEN 100 MG,F/HILTBRAND,D/90,A1D3
0001312,111260,3-DR-90,DRASPOR PH,125 MG 250 MG 500 MG PULVER,TABLETTEN KAPSELN PACKUNGEN,|,A2B4,
000993,111532,2-OR-90,RENGASIL PH,MANN SCHAUFEL BEET,RUECKENSCHMERZ,,AZC1,
0001336,111393,3-OR-90,ORIGINAL PH,DOKUMENTATION SAUDI ARABIEN,,S/BUEHLER,D/89,A2R4
0001919,114992,2-OR-90,ARZT. PATIENT + SUJET PH,ARZT PATIENTIN INFUSION,SPITAL BETT,|,|,| AIB1
00062,117158,2-OR-90,PH PRODUKTION K-693,PILOTANLAGE,MITARBEITER,I D/90,I AIC1,
0001502,108445,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,MITARBEITER,,D/88,AIA7
000620,111592,3-08-90,CORANGINE PH,THROMBOSE,,S/SCHEIDEGGER P/34196,D/90,A2A3
0001455,111871,2-OR-90,PRELLORAN PH,FERSE SCHMERZ MANN,,! P/42173,! D/90,! A2B5
000811,110730,3-OR-90,GLY-CORAMIN PH CH OTC,VK-STELLER,,P/31535,D/85,A2A7
0001367,117304,3-DR-90,OTRIVIN PH,PACKUNGEN NASENTROPFEN,NEBULISATOR KINDER,FRANZOESISCH,AZBA,
000200,115240,1-DR-90,PH PRODUKTION,WST FASS IBUPROFEN 50,,,A1C4,
0001262,111141,2-OR-90,NITRODERM TTS PH,MANN SPORTGERAET VELOFAHREN,TURNSCHUHE,,D/83,A2B3
0001897,117886,2-OR-91,PATIENT PH,MANN TH,HUSTEN,|,AIBI,
000345,115084,1-DR-90,SVP,PRODUKTION ETIKETTIERUNG,MASCHINE,,A1D2,
0001243,111105,2-OR-90,NITRODERM TTS PH,MANN AKT RUECKEN,,| P/32789,| D/89,| A2B3
0001398,116639,3-08-90,OTRIVIN PH,STANDARD CARD 90,ISRAEL,I P/42177 S/BUEHLER,I D/90,I A2B4
0001936,114901,2-DR-90,PATIENT PH,MANN PORTRAIT NASENTROPFEN,,,A1B1,
0001538,10B370,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,! MITARBEITER,! D/BB,! A1A7
00099,10867B,2-DR-89,PH PRODUKTION K-640,KESSEL,MITARBEITER,! F/HAEFLIGER,! D/87,! AICI
0001761,108553,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,MITARBEITERIN,D/B8,A1A7
000546,110541,2-DU-90,BRADORAL PH,PATIENT MANN PROFIL HAND,TABLETTE EINNEHMEN HUND,D/87 DETAILING AID,A2AZ,
000186,115200,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,ROHSTOFFE,,A1C4,
0001833,123663,1-OR-94,PH PATIENT,HERZKREISLAUF JOGGING,,D/94,A1B1,
000870,110756,3-DU-90,HEMERAN PH CH DTC,VK-STELLER,EMULGEL DEUTSCH 89,D/89,A2A9,
0001142,111056,3-OR-90,MODULAN PH,KNETMASSE LEPRA GRIP-AID,WERKZEUGE,| P/50815,| D/88,| A2B2
0001136,111049,3-OR-90,MODULAN PH,KNETMASSE LEPRA GRIP-AID,,! P/50815,! D/88,! A282
0001665,108480,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,,D/B8,A1A7
0001880,118571,2-OR-91,PATIENT PH,MANN HUESTE SAUDI ARABIEN,KOPF SCHMERZEN,,,A1B1
0001836,114986,2-OR-90,ARZT. PATIENT + SUJET PH,KRANKENSCHWESTER SPITAL,BETT FRAU BLUTDRUCKMESSER,,A1B1,
0001272,111147,2-DR-90,NITRODERM TTS PH,PFLASTER HAENDE ABZIEHEN,,,A283,
000103,107003,2-OR-BB,PH PRODUKTION,WSH-2112,ROEHR EN,! F/MACK,! D/BB,! A1C3
000760,117349,3-DR-90,FORADIL PH,LUNGENFLUEGEL,,! Q/NOF DARF NICHT VERWENDET,! WERDEN,! A2A6
0001656,116861,1-OR-90,PH FORSCHUNG,MITARBEITER STERIL,UNTERSUCHUNG,I,I AIA1,I
0001420,117372,3-OR-90,OTRIVIN PH CH OTC,MAILING 90,,P/34508,A2B4,
000509,110509,3-DR-90,ANAFRANIL PH,PACKUNG RETARD 75,,,A2A1,
000590,117410,3-OR-90,CIBACEN PH,PACKUNGEN BLISTER 5 MG,TABLETTEN,D/90,A2A3,
0001344,117369,2-OR-90,OTRIVIN PH,,BUERO MANN PC,,,A2B4
000830,113075,3-DR-90,GLYVENOL PH,PACKUNG SALBE TUBE,CREME 60G,,D/90,A2A7
000116,109159,2-OR-89,PH PRODUKTION,WSH-2112,ROEHREN KESSEL,F/MACK,D/BB,AIC3
000615,110608,3-DR-90,CIBALGIN GANKE PH CH QTC,PACKUNGEN DIAGONAL,,A2A3,,
000748,117971,3-OR-91,FORADIL PH,PACKUNGEN SPRUEHDOSE,ASTHMA,D/90,AZAS,
0001153,111052,3-OR-90,MODULAN PH,KNETMASSE LEPRA GRIP-AID,,P/50815,D/88,A2BZ
000491,117318,3-OR-90,ANAFRANIL PH,GROSSDIA SCHRIFT FARBIG,,P/34347,A2A1,
0001731,108814,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,,D/88,A1A7
0001842,114888,2-DR-90,PATIENT PH,FRAU SPITAL,TABLETTE,,BETT GLAS,A181
0001211,111071,2-OR-90,NICOTINELL TTS PH,FRAU VELD SPORT PFLASTER,HANDSCHUHE ROT GRUEN BLAU,P/32789,D/89,A2B3
0001553,108384,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
0001688,108502,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,MITARBEITER,D/8B,A1A7
0001252,111131,2-OR-90,NITRODERM TTS PH,OBERKOERPER MANN HAND,PFLASTER,,AZB3,
000134,107030,2-OR-88,PH PRODUKTION,WSH-2112,ROEHRN,F/MACK,D/88,A1C3
0001662,108479,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,,D/88,A1A7
000704,110655,3-QR-90,ESTRADERM TTS PH,PACKUNGEN ESTRADERM 50,,| P/15636,| A2A5,
0001995,116651,3-OR-90,AERZTE PH,MAENNER KITTL WEISS,SCHWARZ ASIATE STETHOSKOP,D/90,A181,
0001171,122067,3-OR-93,NICOTINELL TTS PH,PROMOTION,,! MAGAZIN 1/93 5.27,D/92,A283
0001669,108481,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,,D/88,A1A7
000352,115077,1-DR-90,SVP,PRODUKTION VERPACKUNG,MASCHINE FLASCHEN,,A1D2,
0001343,111282,2-OR-90,DTRIVIN PH,MANN TASCHENTUCH ROT NIESEN,,P/13846,A2B4,
0001452,111391,3-OR-90,PERISTALIN PH,PACKUNGEN,,,D/89,A2B5
0001504,108439,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,MITARBEITER,,D/88,A1A7
0001717,108498,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,,D/88,A1A7
0001181,117412,3-OR-90,NICOTINELL PH,PACKUNGEN PFLASTER,,D/90,A2B3,
000858,111808,3-DR-90,HEMERVEN PH CH OTC,SCHAUFENSTER 90,,P/3433B,D/90,AZAB
0001237,111128,Z-OR-90,NITRODERM TTS PH,OBERKOERPER MANN HAND,PFLASTER,,D/B1,A2B3
0001773,114898,3-OR-90,PATIENT PH,MANN GLAS TRINKEN PROFIL,,,AIBI,
000732,116628,3-OR-90,EURAX PH,PACKUNG LOTION CREME,STANDARD CARD ISRAEL,| P/32972,| D/89,| A2A5
000366,115059,1-OR-90,SVP,PRODUKTION TROCKNUNG,SERVIPROFEN MITARBEITER,,A1DZ,
0001676,108471,2-DR-B9,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,MITARBEITERIN,D/89,A1A7
0001986,114981,2-OR-90,ARZT. PATIENT + SUJET PH,MANN ALT SPITAL BETT,KRANKENSCHWESTER SPRITZE,,,A181
0001465,117442,2-OR-90,PRELLORAN PH,MANN FERSE SCHMERZ SPORT,FUSSBALL DRESS BLAU ROT,,A2B5,
0001515,108402,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
0001844,114993,2-OR-90,ARZT. PATIENT + SUJET PH,ARZT PATIENTIN INFUSION,SPITAL BETT,,AIBI,
0001235,111121,3-DR-90,NITRODERM TTS PH,STATUE PFLASTER HAND POSTER,FINGERNAEGEL ROT,,A2B3,
000831,113074,3-OR-90,GLYVENOL PH,PACKUNG SALBE TUBE,CREME 60G,D/90,A2A7,
000922,110786,3-DR-90,INSIDON 50 PH,PACKUNG 30 DRAGEES 50MG,,,AZA9,
000645,110627,3-DR-90,ESTRADERM TTS PH,FRAU NACKT OBERKOERPER,OBERSCHENKEL,,A2A5,
0001754,108544,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,,D/88,A1A7
0001016,110927,3-OR-90,LOCACORTEN PH,PACKUNGEN LOCASALEN GAME,SAUDI ARABIEN,D/89,A2B1,
000986,111528,2-OR-90,RENGASIL PH,MANN SPAZIEREN PARK STOCK,BLUMEN,,A2C1,
000371,1150BB,1-DR-90,SVP,PRODUKTION ETIKETTIERUNG,MASCHINE,,A102,
0001869,114987,2-QR-90,ARZT. PATIENT + SUJET PH,KRANKENSCHWESTER SPITAL,BETT FRAU BLUTDRUCKMESSER,I,I,I AIBI
000816,110740,3-DR-90,GLYVENOL PH,SUPPOSITORIEN,,,A2A7,3-DR-90 110740
000249,115219,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,ANALYSE,,,A1C4
000210,115182,1-QR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITERIN ANALYSE,,A1C4,
0001230,111108,3-QR-90,NITRODERM TTS PH,SAUDI ARABIAN DETAILING,AID BUERO,P/32554,Q/NDF,A2B3
0001447,111380,3-OR-90,OTRIVIN OTRINOL PH CH OTC,PACKUNGEN DEUTSCH,,,A2B4,
0001654,110894,2-DR-90,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,MITARBEITERIN AMPULLEN,D/88,A1A7
000441,115125,3-DR-90,SVP,SERVIDRAT DURCHFALL,ERKRANKUNGEN PACKUNGEN,BEUTEL,A1D3,
000638,110620,3-OR-90,ESIDREX PH,,TABLETTE EINZELN,,A2A5,
000446,115130,3-DU-90,SVP,PACKUNGEN HERZ KREISLAUF 40,SERVIDOPA SERVANOLOL 80 250,,,A103
000519,110535,3-OR-90,ANTISTIN PH CH OTC,PACKUNG ANTISTIN 100,,D/89 PH CH OTC,A2A1,
000706,110657,3-DR-90,ESTRADERM TTS PH,PACKUNGEN PFLASTER,ESTRADERM 50,P/15636,,A2A5
000220,108659,2-OR-89,PH PRODUKTION,WST,,F/MACK,D/88,A1C4
0001454,111394,3-OR-90,PERTOFRAN PH,PACKUNGEN,25,,A2B5,
0001397,111365,3-OR-90,OTRIVIN PH,SAUDI ARABIEN 89,DOKUMENTATION,S/RUEHLER,D/89,A2B4
0001155,111942,3-OR-90,MODULAN PH,KNETMASSE GRIP AID LEPRA,KUGELSCHREIBER,,D/90,A2BZ
000260,115163,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,,,A1C4,
000481,110497,2-DR-90,AMBILHAR PH,SCHISTOSOMIASIS SCHWARZE,KINDER SPIELEN WASSER,F/STRIEBEL MADAGASKAR,P/JOURNAL 1/1972,A2A1
0001023,117334,3-DR-90,LOGROTON PH,TABLETTE DARREICHUNGSFORM,HALBIERT,A2B1,,
000195,115148,1-DR-90,PH PRODUKTION,WST ABFUELLEN FLASCHEN,,,A1C4,
0001089,110981,1-OR-90,LUDIONIL PH,WALD HERBST KIND BAUM,LAUB,,,A2B1
0001791,114911,2-OR-90,PATIENT PH,FRAU KIND SCHWARZ TUBE,PULMEX,,A1B1,
0001389,119334,3-OR-91,OTRIVIN PH,DUBAI 91 GAMME SAUDI,ARABIEN,,0/91,A2B4
00038,119442,2-DR-91,PH PRODUKTION,K-376 K-377,,F/HERSBERGER,D/90,AICI
000474,115109,2-OR-90,SVP,APOTHEKE,,P/S3200Z S/VILLIGER,D/88,A1D3
0001240,111123,2-OR-90,NITRODERM TTS PH,MANN OBERKOERPER NACKT,BLAU ROT PFLASTER,,,A2B3
000913,117317,3-DR-90,HYGRATON PH,BLISTER FAHNE,USA,P/14033,A2A8,
0001416,121104,3-08-92,OTRIVIN PH CH OTC,GAMME 1988,INTERNEGATV,F/ROTH,D/92,A284
0001020,117330,3-DR-90,LOGROTON PH,TABLETTE DARREICHUNGSFORM,,,! AZB1,
0001375,117451,3-DR-90,OTRIVIN PH,PACKUNGEN NASENTROPFEN,KINDER ERWACHSENE AEGYPTEN,AEGYPTISCH,,A284
0001333,111270,3-DU-90,OTRINOL PH,SELF MEDICATION SAUDI,ARABIEN DOKUMENTATION,D/B7 BB,A284,
0001952,114870,1-DR-90,PATIENT PH,JOGGEN FAMILIE WALDRAND,,,A1B1,
0001760,108526,2-OR-89,PW FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,! MITARBEITER,! D/88,! A1A7
000206,115228,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,TABLETTEN,,A1C4,
000340,115083,1-OR-90,SVP,PRODUKTION VERPACKUNG,MASCHINE MITARBEITERIN,,,A1D2
000268,115205,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITER ANALYSE,!,! A1C4,!
